Agencia Cojedeña de Investigación,Cojedes,Estadal/Global,Tradicional/Digital,Privado,Diaria,"Noticias regionales, sucesos,"
,,(web,,,,"denuncias, defensa de los derechos"
,,,,,,humanos
Favorita 98.7 FM,Mérida,Regional (varios,Radio,Privado,Semanal,Todas las fuentes informativas
,,estados en,,,,
,,simultáneo,,,,
Radio Única 99.9 FM,Trujillo,Regional (varios,Radio,Privado,Diaria,"Economía, política, sucesos,"
,,estados en,,,,"deporte, cultura, religión, salud"
,,simultáneo,,,,(único medio
Planeta,Distrito,Municipal,Radio,Privado,Ocasional,"Actualidad, entretenimiento, música"
Radio simpatia CA-Mas Network,Trujillo,Regional (varios,Radio,Privado,Diaria,"Política, economía, comunidad,"
101.1 FM,,estados en,,,,"religión, cultura, deporte, sucesos"
,,simultáneo,,,,
Suena 101.7,Monagas,Estadal,Radio,Privado,Diaria,Entretenimiento
Radio base paz y vida 103/1FM,Trujillo,Estadal,Radio,Estatal,Diaria,"Comunidad, cultura, economía,"
,,,,,,"deporte, política, sucesos"
0800 Flor,Miranda,Nacional/Global,Tradicional/Digital,Privado,Diaria,"Economía, finanzas,"
,,(web,,,,"emprendimiento, educación"
Magia Producciones C.A,Mérida,Municipal,Radio,Privado,Otra,No difunde noticias
Pacífica 90.7 FM,Distrito,Estadal,Radio,Privado,Diaria,Prensa y otros medios de
,,,,,,comunicacion
BBN Radio,Distrito,Regional (varios,Radio,Privado,Ocasional,Religión y culto
,,estados en,,,,
,,simultáneo,,,,
Musik,Distrito,Regional (varios,Radio,Privado,Diaria,"Actualidad, música, entretenimiento"
,,estados en,,,,
,,simultáneo,,,,
Class 98.7 FM,Cojedes,Regional (varios,Radio,Privado,Diaria,Todas las fuentes informativas
,,estados en,,,,
,,simultáneo,,,,
,,,,,,Page
Medio,Estado,Alcance,Tipo,Naturaleza,Periodicidad,Fuentes
Melodía Stereo,Distrito,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,"Actualidad, nacionales,
internacionales, cultura,
entretenimiento, música"
Banca y Negocios,Distrito,"Nacional/Global
(web",Tradicional/Digital,Privado,Diaria,"Economía, finanzas, tecnología,
nacionales, internacionales"
El Luchador,Bolívar,"Municipal/Global
(web",Tradicional/Digital,Privado,Diaria,"Sucesos, política, comunidad,
deportes"
Armando.Info,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Semanal,Investigación
Radio Kairos,Aragua,Local,Radio,Estatal,Diaria,"Difunde noticias sobre gestión de la
Alcaldía de la Colonia Tovar, la"
Arepita,Distrito,Global (web,"Curadores de
contenido",Privado,Diaria,"Actualidad, internacionales,
nacionales, política, economía,
deportes"
Swing Latino,"Vargas (La
Guaira",Estadal,Radio,Privado,Diaria,Música y opinión
ANTV,Distrito,Nacional,TV (Señal analógica,Estatal,Diaria,"Política, cultura, opinión"
El Diario de Guayana,Bolívar,"Municipal/Global
(web",Tradicional/Digital,Privado,Diaria,"Información general, laboral,
política, sucesos, deportes, nacional"
Advanta,Distrito,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,"Actualidad, cultura, deportes,
farándula"
Falconia TV,Falcón,Estadal,TV Cable,Privado,Diaria,Todas las fuentes informativas
Agrícola 97.9 FM,Mérida,Municipal,Radio,Privado,Semanal,Todas las fuentes informativas
La Mega 96.5 F.M,Aragua,Estadal,Radio,Privado,Otra,Ninguna
800 Noticias,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,"Nacionales, internacionales,
economía, deportes, salud,
entretenimiento"
Melodía Stereo,Distrito,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,"Actualidad, nacionales,
internacionales, cultura,
entretenimiento, música"
Banca y Negocios,Distrito,"Nacional/Global
(web",Tradicional/Digital,Privado,Diaria,"Economía, finanzas, tecnología,
nacionales, internacionales"
El Luchador,Bolívar,"Municipal/Global
(web",Tradicional/Digital,Privado,Diaria,"Sucesos, política, comunidad,
deportes"
Armando.Info,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Semanal,Investigación
Radio Kairos,Aragua,Local,Radio,Estatal,Diaria,"Difunde noticias sobre gestión de la
Alcaldía de la Colonia Tovar, la"
Arepita,Distrito,Global (web,"Curadores de
contenido",Privado,Diaria,"Actualidad, internacionales,
nacionales, política, economía,
deportes"
Swing Latino,"Vargas (La
Guaira",Estadal,Radio,Privado,Diaria,Música y opinión
ANTV,Distrito,Nacional,TV (Señal analógica,Estatal,Diaria,"Política, cultura, opinión"
El Diario de Guayana,Bolívar,"Municipal/Global
(web",Tradicional/Digital,Privado,Diaria,"Información general, laboral,
política, sucesos, deportes, nacional"
Advanta,Distrito,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,"Actualidad, cultura, deportes,
farándula"
Falconia TV,Falcón,Estadal,TV Cable,Privado,Diaria,Todas las fuentes informativas
Agrícola 97.9 FM,Mérida,Municipal,Radio,Privado,Semanal,Todas las fuentes informativas
La Mega 96.5 F.M,Aragua,Estadal,Radio,Privado,Otra,Ninguna
800 Noticias,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,"Nacionales, internacionales,
economía, deportes, salud,
entretenimiento"
Medio,Estado,Alcance,Tipo,Naturaleza,Periodicidad,Fuentes
,,,"(Transmitido
exclusivamente vía
web",,,principalmente política
"Fundación Televisora Cultural
Boconesa",Trujillo,"Regional (varios
estados en
simultáneo",TV (Señal analógica,Privado,Semanal,"Política, comunidad, deporte,
economía y cultura"
Tic Tv,Aragua,Estadal,TV Cable,Privado,Diaria,"Política, noticia de gobierno estadal
y nacional, economía, deportes y"
Ven FM Mérida,Mérida,Municipal,Radio,Privado,Diaria,"Cultura, Espectáculo, Deportes"
Notifalcón,Falcón,"Estadal/Global
(web",Tradicional/Digital,Privado,Diaria,Todas las fuentes informativas
Comunicación Continua,Mérida,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,Todas las fuentes informativas
Efecto Cocuyo,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,"Nacionales, internacionales.
sucesos, economía, política, salud,
educación"
Radio Aragueña,Aragua,Municipal,Radio,Estatal,Diaria,"Difunde toda la gestión de la
Gobernación de Aragua y noticias
del gobierno"
Ciudad Maracay,Aragua,"Estadal/Global
(web",Tradicional/Digital,Estatal,Diaria,"Da cobertura a todas las actividades
relacionadas a la Gobernación de"
Veritas 100.3 FM,Lara,Local,Radio,Privado,Ocasional,Religión
Ciudad 99.3 FM,Mérida,Estadal,Radio,Privado,Diaria,Todas las fuentes informativas
Radio Apolo SA,Aragua,Municipal,Radio,Privado,Semanal,Denuncia de comunidades
La Radio del Sur,Distrito,Nacional,Radio,Estatal,Diaria,"Nacionales, internacionales, cultura,
actualidad, opinión"
,,,"(Transmitido
exclusivamente vía
web",,,principalmente política
"Fundación Televisora Cultural
Boconesa",Trujillo,"Regional (varios
estados en
simultáneo",TV (Señal analógica,Privado,Semanal,"Política, comunidad, deporte,
economía y cultura"
Tic Tv,Aragua,Estadal,TV Cable,Privado,Diaria,"Política, noticia de gobierno estadal
y nacional, economía, deportes y"
Ven FM Mérida,Mérida,Municipal,Radio,Privado,Diaria,"Cultura, Espectáculo, Deportes"
Notifalcón,Falcón,"Estadal/Global
(web",Tradicional/Digital,Privado,Diaria,Todas las fuentes informativas
Comunicación Continua,Mérida,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,Todas las fuentes informativas
Efecto Cocuyo,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,"Nacionales, internacionales.
sucesos, economía, política, salud,
educación"
Radio Aragueña,Aragua,Municipal,Radio,Estatal,Diaria,"Difunde toda la gestión de la
Gobernación de Aragua y noticias
del gobierno"
Ciudad Maracay,Aragua,"Estadal/Global
(web",Tradicional/Digital,Estatal,Diaria,"Da cobertura a todas las actividades
relacionadas a la Gobernación de"
Veritas 100.3 FM,Lara,Local,Radio,Privado,Ocasional,Religión
Ciudad 99.3 FM,Mérida,Estadal,Radio,Privado,Diaria,Todas las fuentes informativas
Radio Apolo SA,Aragua,Municipal,Radio,Privado,Semanal,Denuncia de comunidades
La Radio del Sur,Distrito,Nacional,Radio,Estatal,Diaria,"Nacionales, internacionales, cultura,
actualidad, opinión"
Finanzas Digital,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,"Economía, energía, finanzas, banca,
negocios, tecnología
Page"
Medio,Estado,Alcance,Tipo,Naturaleza,Periodicidad,Fuentes
La Patilla,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,"Nacionales, internacionales, política,
economía, deportes, entretenimiento"
Sensación 88.3,Mérida,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,Todas las fuentes informativas
Studio 102.7,Mérida,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,Todas las fuentes informativas
Luna 95.5 F.M,Cojedes,Municipal,Radio,Privado,Diaria,Música
IVC Networks,Distrito,Nacional,TV Cable,Privado,Diaria,"Actualidad, variedades,
internacionales, deportes, viajes"
Fiesta 106.5 FM,Distrito,Nacional,Radio,Privado,Diaria,"Actualidad, deportes, música,
farándula"
Hot 94,Distrito,Nacional,Radio,Privado,Diaria,Entretenimiento
Familiar 97.7 FM,Lara,Local,Radio,Privado,Diaria,Religión
Historias Que Laten,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Semanal,Periodismo narrativo e investigación
Radio Amanecer,Lara,Local,Radio,Privado,Otra,Religión
Guayoyo en Letras,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,"Política, sociedad, economía,
cultura, actualidad, internacionales"
Vencedora,Aragua,Local,Radio,Estatal,Diaria,"Informacion a favor del gobierno
nacional, regional y local"
Diario VEA,Distrito,Nacional,Periódico (Impreso,Estatal,Diaria,"Política, nacionales, internacionales,
deportes, opinión, análisis"
La Patilla,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,"Nacionales, internacionales, política,
economía, deportes, entretenimiento"
Sensación 88.3,Mérida,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,Todas las fuentes informativas
Studio 102.7,Mérida,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,Todas las fuentes informativas
Luna 95.5 F.M,Cojedes,Municipal,Radio,Privado,Diaria,Música
IVC Networks,Distrito,Nacional,TV Cable,Privado,Diaria,"Actualidad, variedades,
internacionales, deportes, viajes"
Fiesta 106.5 FM,Distrito,Nacional,Radio,Privado,Diaria,"Actualidad, deportes, música,
farándula"
Hot 94,Distrito,Nacional,Radio,Privado,Diaria,Entretenimiento
Familiar 97.7 FM,Lara,Local,Radio,Privado,Diaria,Religión
Historias Que Laten,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Semanal,Periodismo narrativo e investigación
Radio Amanecer,Lara,Local,Radio,Privado,Otra,Religión
Guayoyo en Letras,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,"Política, sociedad, economía,
cultura, actualidad, internacionales"
Vencedora,Aragua,Local,Radio,Estatal,Diaria,"Informacion a favor del gobierno
nacional, regional y local"
Diario VEA,Distrito,Nacional,Periódico (Impreso,Estatal,Diaria,"Política, nacionales, internacionales,
deportes, opinión, análisis"
Auténtica,Aragua,Estadal,Radio,Privado,Diaria,"Política nacional y regional,
denuncias de comunidad, economía"
,Medio,Estado,Alcance,,Tipo,Naturaleza
RV Vargas,,Vargas (La,Estadal,Radio,,Privado
,,Guaira,,,,
Radio Miraflores,,Lara,Nacional,Radio,,Estatal
Guaracarumbo,,Vargas (La,Local,Radio,,Estatal
,,Guaira,,,,
Enlace RV,,Miranda,Nacional,Radio,,Privado
,,,,,,
Diario Meridiano,,Distrito,Nacional,Periódico (Impreso,,Privado
El Estímulo,,Distrito,Global (web,Versión Digital,,Privado
,,,,"(Periódico, tv o radio,",,
,,,,que,,
Diario 2001,,Distrito,Nacional,Periódico (Impreso,,Privado
,,,,,,
,,,,,,
El Diario,,Distrito,Global (web,Nativo Digital,,Privado
,,,,(Transmitido,,
,,,,exclusivamente vía,,
,,,,web,,
Descifrado,,Distrito,Global (web,Nativo Digital,,Privado
,,,,(Transmitido,,
,,,,exclusivamente vía,,
,,,,web,,
Ciudad Stereo,,Lara,Municipal,Radio,,Privado
Mas 100.3 F.M,,Cojedes,Local,Radio,,Privado
El Bus TV,,Distrito,Regional (varios,Curadores de,,Privado
,,,estados en,contenido,,
,,,simultáneo,,,
Conexión 101.3 F.M,,Cojedes,Estadal,Radio,,Privado
Caracas,,Aragua,Municipal,Radio,,Privado
Mágica tv,,Amazonas,Municipal,TV (Señal analógica,,Privado
RV Vargas,Vargas (La,Estadal,Radio,Privado,Diaria,"Nacionales, locales y programas de"
,Guaira,,,,,música
Radio Miraflores,Lara,Nacional,Radio,Estatal,Diaria,Oficialistas
Guaracarumbo,Vargas (La,Local,Radio,Estatal,Diaria,"Nacionales, regionales, música"
,Guaira,,,,,
Enlace RV,Miranda,Nacional,Radio,Privado,Diaria,"Servicios Públicos, Tránsito,"
,,,,,,"Comunidad, Política"
Diario Meridiano,Distrito,Nacional,Periódico (Impreso,Privado,Diaria,"Deportes, farándula"
El Estímulo,Distrito,Global (web,Versión Digital,Privado,Diaria,"Actualidad, nacionales,"
,,,"(Periódico, tv o radio,",,,"internacionales, política, deportes,"
,,,que,,,economía
Diario 2001,Distrito,Nacional,Periódico (Impreso,Privado,Diaria,"Nacionales, internacionales,"
,,,,,,"sucesos, política, economía,"
,,,,,,farándula
El Diario,Distrito,Global (web,Nativo Digital,Privado,Diaria,"Política, economía, nacionales,"
,,,(Transmitido,,,"internacionales, deportes, cultura"
,,,exclusivamente vía,,,
,,,web,,,
Descifrado,Distrito,Global (web,Nativo Digital,Privado,Diaria,"Economía, banca y seguros,"
,,,(Transmitido,,,"negocios y empresas, política,"
,,,exclusivamente vía,,,opinión
,,,web,,,
Ciudad Stereo,Lara,Municipal,Radio,Privado,Diaria,Todas las fuentes informativas
Mas 100.3 F.M,Cojedes,Local,Radio,Privado,Diaria,Música
El Bus TV,Distrito,Regional (varios,Curadores de,Privado,Diaria,"Noticias hiperlocales de servicio,"
,,estados en,contenido,,,"contenido de DDHH, investigación"
,,simultáneo,,,,
Conexión 101.3 F.M,Cojedes,Estadal,Radio,Privado,Diaria,Fuente institucional y música
Caracas,Aragua,Municipal,Radio,Privado,Diaria,Política nacional
Mágica tv,Amazonas,Municipal,TV (Señal analógica,Privado,Diaria,"Reporteros,agencias de noticias y"
,,,,,,medios aliados
,,,,,,Page
Medio,Estado,Alcance,,Tipo,Naturaleza,Periodicidad
La Nota Digital (Comunitario,Yaracuy,Local,Radio,,Privado,Diaria
Waka Noticia,Amazonas,Global (web,Nativo Digital,,Privado,Diaria
,,,(Transmitido,,,
,,,exclusivamente vía,,,
,,,web,,,
Éxitos 93.1 FM,Aragua,Estadal,Radio,,Privado,Diaria
,,,,,,
,,,,,,
Deportes FM Center,Distrito,Global (web,Versión Digital,,Privado,Diaria
,,,"(Periódico, tv o radio,",,,
,,,que,,,
El Pregon,Aragua,Global (web,Nativo Digital,,Privado,Diaria
,,,(Transmitido,,,
,,,exclusivamente vía,,,
,,,web,,,
Crónica Uno,Distrito,Global (web,Nativo Digital,,Privado,Diaria
,,,(Transmitido,,,
,,,exclusivamente vía,,,
,,,web,,,
Radio Montaña,Yaracuy,Municipal,Radio,,Privado,Diaria
CriptoNoticias,Distrito,Global (web,Nativo Digital,,Privado,Diaria
,,,(Transmitido,,,
,,,exclusivamente vía,,,
,,,web,,,
Sonera 105.9 FM,Aragua,Municipal,Radio,,Privado,Ocasional
Yekuana,Amazonas,Estadal,Radio,,Estatal,Diaria
,,,,,,
El Periodiquito,Aragua,Estadal,Periódico (Impreso,,Privado,Diaria
,,,,,,
Fortaleza 105.5 FM,Mérida,Municipal,Radio,,Estatal,Diaria
TVS,Aragua,Estadal,TV Cable,,Privado,Diaria
La Nota Digital (Comunitario,Yaracuy,Local,Radio,Privado,Diaria,"Política, Opinión, Entretenimiento"
Waka Noticia,Amazonas,Global (web,Nativo Digital,Privado,Diaria,"Económico, político, social y"
,,,(Transmitido,,,sucesos
,,,exclusivamente vía,,,
,,,web,,,
Éxitos 93.1 FM,Aragua,Estadal,Radio,Privado,Diaria,"Acontecer regional el fuente política,"
,,,,,,"economía, farándula,"
,,,,,,emprendimiento
Deportes FM Center,Distrito,Global (web,Versión Digital,Privado,Diaria,Deportes
,,,"(Periódico, tv o radio,",,,
,,,que,,,
El Pregon,Aragua,Global (web,Nativo Digital,Privado,Diaria,"Comunidad, noticias políticas de"
,,,(Transmitido,,,"índole nacional, internacionales,"
,,,exclusivamente vía,,,deportes
,,,web,,,
Crónica Uno,Distrito,Global (web,Nativo Digital,Privado,Diaria,"Nacionales, salud, sucesos, política,"
,,,(Transmitido,,,"ciudad, economía, deportes"
,,,exclusivamente vía,,,
,,,web,,,
Radio Montaña,Yaracuy,Municipal,Radio,Privado,Diaria,"Entretenimiento, Política, Religión"
CriptoNoticias,Distrito,Global (web,Nativo Digital,Privado,Diaria,"Economía, finanzas, criptomonedas"
,,,(Transmitido,,,
,,,exclusivamente vía,,,
,,,web,,,
Sonera 105.9 FM,Aragua,Municipal,Radio,Privado,Ocasional,Comunidad
Yekuana,Amazonas,Estadal,Radio,Estatal,Diaria,"Institucional, comunitario y portales"
,,,,,,wed
El Periodiquito,Aragua,Estadal,Periódico (Impreso,Privado,Diaria,"Comunidad, sucesos, política,"
,,,,,,"economía, deportes, farándula"
Fortaleza 105.5 FM,Mérida,Municipal,Radio,Estatal,Diaria,Todas las fuentes informativas
TVS,Aragua,Estadal,TV Cable,Privado,Diaria,"Gobierno, políticas, sucesos,"
,,,,,,"comunidad, deportes, servicios"
,,,,,,públicos
,,,,,,Page
,Medio,Estado,Alcance,,Tipo,Naturaleza
Sur 90.9 FM,,Mérida,Municipal,Radio,,Privado
El Aragueño,,Aragua,Estadal,Periódico (Impreso,,Privado
,,,,,,
Marawaka,,Amazonas,Estadal,Radio,,Privado
,,,,,,
Victoria103.9 FM,,Aragua,Regional (varios,Radio,,Privado
,,,estados en,,,
,,,simultáneo,,,
News 105.3 FM,,Bolívar,Municipal,Radio,,Privado
,,,,,,
Romana Etéreo 89.3 F.M,,Cojedes,Estadal,Radio,,Privado
Monagas Visión C.A,,Monagas,Estadal,TV Cable,,Privado
Mágica,,Amazonas,Municipal,Radio,,Estatal
,,,,,,
El Ayacuchano,,Amazonas,Municipal,Periódico (Impreso,,Privado
Tamunangue libre 95.3 FM,,Lara,Local,Radio,,Privado
RDY La Deportiva,,Yaracuy,Municipal,Radio,,Privado
Crímenes sin Castigo,,Distrito,Global (web,Nativo Digital,,Privado
,,,,(Transmitido,,
,,,,exclusivamente vía,,
,,,,web,,
Telecolor,,Zulia,Regional (varios,TV (Señal analógica,,Privado
,,,estados en,,,
,,,simultáneo,,,
Ciudad Barquisimeto,,Lara,Global (web,Versión Digital,,Estatal
,,,,"(Periódico, tv o radio,",,
,,,,que,,
Contexto Diario,,Distrito,Global (web,Curadores de,,Privado
,,,,contenido,,
El Impulso,,Lara,Global (web,Versión Digital,,Privado
Sur 90.9 FM,Mérida,Municipal,Radio,Privado,Diaria,Todas las fuentes informativas
El Aragueño,Aragua,Estadal,Periódico (Impreso,Privado,Diaria,"Comunidad, políticas, economía,"
,,,,,,"sucesos, notas gubernamentales"
Marawaka,Amazonas,Estadal,Radio,Privado,Diaria,"Institucional, comunidad social,"
,,,,,,portales wed
